0.0,0.0,0.0,0.0,0.0,0,0.0
0.00025,0.0,0.0,0.0,0.0,0,0.0
1.20025,10.0,8.3333,0.0,0.0,0,150000.0
1.26025,10.0,0.0,0.5,8.3333,0,150000.0
2.4002499999999998,0.5,-8.3333,0.5,0.0,0,150000.0
2.46025,0.5,0.0,1.0,8.3333,0,150000.0
3.5402499999999995,9.5,8.3333,1.0,0.0,0,150000.0
3.6002499999999995,9.5,0.0,1.5,8.3333,0,150000.0
4.6202499999999995,1.0,-8.3333,1.5,0.0,0,150000.0
4.680249999999999,1.0,0.0,2.0,8.3333,0,150000.0
5.640249999999999,9.0,8.3333,2.0,0.0,0,150000.0
5.700249999999999,9.0,0.0,2.5,8.3333,0,150000.0
6.600249999999999,1.5,-8.3333,2.5,0.0,0,150000.0
6.660249999999999,1.5,0.0,3.0,8.3333,0,150000.0
7.5002499999999985,8.5,8.3333,3.0,0.0,0,150000.0
7.560249999999998,8.5,0.0,3.5,8.3333,0,150000.0
8.340249999999997,2.0,-8.3333,3.5,0.0,0,150000.0
8.400249999999998,2.0,0.0,4.0,8.3333,0,150000.0
9.120249999999999,8.0,8.3333,4.0,0.0,0,150000.0
9.18025,8.0,0.0,4.5,8.3333,0,150000.0
9.84025,2.5,-8.3333,4.5,0.0,0,150000.0
9.90025,2.5,0.0,5.0,8.3333,0,150000.0
10.50025,7.5,8.3333,5.0,0.0,0,150000.0
10.56025,7.5,0.0,5.5,8.3333,0,150000.0
11.100249999999999,3.0,-8.3333,5.5,0.0,0,150000.0
11.16025,3.0,0.0,6.0,8.3333,0,150000.0
11.64025,7.0,8.3333,6.0,0.0,0,150000.0
11.70025,7.0,0.0,6.5,8.3333,0,150000.0
12.12025,3.5,-8.3333,6.5,0.0,0,150000.0
12.180250000000001,3.5,0.0,7.0,8.3333,0,150000.0
12.54025,6.5,8.3333,7.0,0.0,0,150000.0
12.60025,6.5,0.0,7.5,8.3333,0,150000.0
12.900250000000002,4.0,-8.3333,7.5,0.0,0,150000.0
12.960250000000002,4.0,0.0,8.0,8.3333,0,150000.0
13.200250000000002,6.0,8.3333,8.0,0.0,0,150000.0
13.260250000000003,6.0,0.0,8.5,8.3333,0,150000.0
13.440250000000002,4.5,-8.3333,8.5,0.0,0,150000.0
13.500250000000003,4.5,0.0,9.0,8.3333,0,150000.0
13.620250000000002,5.5,8.3333,9.0,0.0,0,150000.0
13.680250000000003,5.5,0.0,9.5,8.3333,0,150000.0
13.740250000000003,5.0,-8.3333,9.5,0.0,0,150000.0
13.800250000000004,5.0,0.0,10.0,8.3333,0,150000.0
13.800500000000003,5.0,0.0,10.0,8.3333,0,0.0
